stage,cell,seed,depth,label,mode,status,cosine,early_layer_cosine,residual,max_state,state_distance,dual_distance,layer_count_min,layer_count_max,early_gradient_norm_ratio_min,early_gradient_norm_ratio_mean,bp_early_gradient_norm_min,R_final_0.1,R_any_final_0.1,max_gap_0.1,t0.25_threshold0.1,t0.5_threshold0.1,t0.75_threshold0.1,t0.9_threshold0.1,R_final_0.25,R_any_final_0.25,max_gap_0.25,t0.25_threshold0.25,t0.5_threshold0.25,t0.75_threshold0.25,t0.9_threshold0.25,R_final_0.5,R_any_final_0.5,max_gap_0.5,t0.25_threshold0.5,t0.5_threshold0.5,t0.75_threshold0.5,t0.9_threshold0.5,R_final_0.75,R_any_final_0.75,max_gap_0.75,t0.25_threshold0.75,t0.5_threshold0.75,t0.75_threshold0.75,t0.9_threshold0.75,paired_cosine_delta,paired_early_cosine_delta
depth,depth16_seed0,0,16,random_permutation_seed101,random_permutation,ok,0.9640897512435913,0.9279206842184067,0.16736602783203125,3.952023983001709,0.19466815888881683,0.5102884177692771,32,32,0.8484805807939838,0.8991090681984348,0.011027298867702484,15,15,0,6.0,13.0,20.0,23.0,15,15,0,8.0,16.0,24.0,27.0,15,15,0,11.0,24.0,32.0,32.0,2,2,0,,,,,0.00683361291885376,0.001983329653739929
depth,depth16_seed0,0,16,sync,sync,ok,0.9572561383247375,0.9259373545646667,0.15873007476329803,3.9519693851470947,0.0,0.0,,,0.6573234222788962,0.6742771520681243,0.011027298867702484,15,15,0,6.0,14.0,22.0,26.0,15,15,0,8.0,17.0,27.0,30.0,9,9,0,12.0,26.0,,,2,2,0,,,,,0.0,0.0
depth,depth16_seed1,1,16,bounded_staleness_tau15_seed1110,bounded_staleness,ok,0.9542429447174072,0.9016789197921753,0.2035522758960724,4.3328752517700195,0.14436358213424683,0.3882596376297952,23,40,0.6132080457233189,0.6861753734198747,0.013172750361263752,15,15,0,5.0,13.0,22.0,26.0,15,15,0,7.0,17.0,25.0,29.0,9,9,0,11.0,27.0,,,1,1,3,20.0,,,,0.004028618335723877,-0.013817355036735535
depth,depth16_seed1,1,16,fully_async_local_tau0_h0_seed1110,fully_async_local,ok,0.9742587208747864,0.9525775909423828,0.1780453473329544,4.3328752517700195,0.4179561138153076,1.106343966389612,23,40,0.9866945187042687,1.0218663207463357,0.013172750361263752,15,15,0,4.0,12.0,17.0,19.0,15,15,0,4.0,13.0,18.0,20.0,8,15,8,9.0,30.0,,,2,2,2,,,,,0.024044394493103027,0.037081316113471985
depth,depth16_seed1,1,16,fully_async_local_tau15_h0_seed1110,fully_async_local,ok,0.9723860621452332,0.9472056329250336,0.22867803275585175,4.3328752517700195,0.5271364450454712,1.0254550837510779,23,40,0.8857929359272624,0.9544416309632475,0.013172750361263752,15,15,0,4.0,12.0,17.0,19.0,15,15,5,4.0,13.0,18.0,20.0,7,15,9,6.0,,,,2,2,0,,,,,0.022171735763549805,0.03170935809612274
depth,depth16_seed1,1,16,random_coordinate_seed1110,random_coordinate,ok,0.948765754699707,0.906568706035614,0.21975715458393097,4.3328752517700195,0.2018996924161911,0.7753483955356676,23,40,0.8054398417681442,0.882359143394272,0.013172750361263752,15,15,2,5.0,13.0,20.0,26.0,15,15,2,6.0,17.0,24.0,27.0,13,15,5,10.0,25.0,32.0,,0,0,3,19.0,,,,-0.0014485716819763184,-0.008927568793296814
depth,depth16_seed1,1,16,random_permutation_seed1110,random_permutation,ok,0.9620618224143982,0.9199901223182678,0.1794234663248062,4.3328752517700195,0.2247127890586853,0.5491531353012354,32,32,0.8133200877199945,0.8367241544226245,0.013172750361263752,15,15,0,6.0,13.0,20.0,24.0,15,15,0,8.0,16.0,25.0,27.0,15,15,0,12.0,26.0,32.0,32.0,2,2,0,,,,,0.011847496032714844,0.004493847489356995
depth,depth16_seed1,1,16,sync,sync,ok,0.9502143263816833,0.9154962748289108,0.17024952173233032,4.3328752517700195,0.0,0.0,,,0.6059787291470209,0.6268818024229339,0.013172750361263752,15,15,0,6.0,14.0,22.0,26.0,15,15,0,8.0,18.0,27.0,30.0,8,8,0,13.0,29.0,,,2,2,0,,,,,0.0,0.0
depth,depth16_seed2,2,16,bounded_staleness_tau15_seed2119,bounded_staleness,ok,0.8876403570175171,0.9261971712112427,0.3175774812698364,4.594397068023682,0.2940739095211029,0.7206451153120218,21,43,0.21241628704753207,0.5354674035434648,0.010823439806699753,15,15,3,8.0,15.0,30.0,31.0,13,13,0,9.0,16.0,30.0,,11,11,5,12.0,29.0,,,2,2,7,,,,,-0.07306116819381714,0.003737702965736389
depth,depth16_seed2,2,16,fully_async_local_tau0_h0_seed2119,fully_async_local,ok,0.976715087890625,0.9461839497089386,0.1655188649892807,4.594397068023682,0.3224814236164093,0.6507342779557137,21,43,0.8147709049436141,0.9063982108318397,0.010823439806699753,15,15,0,7.0,12.0,18.0,20.0,15,15,2,8.0,12.0,19.0,22.0,15,15,6,10.0,24.0,31.0,32.0,1,1,0,,,,,0.01601356267929077,0.023724481463432312
depth,depth16_seed2,2,16,fully_async_local_tau15_h0_seed2119,fully_async_local,ok,0.9766391515731812,0.9501128047704697,0.1887238472700119,4.594397068023682,0.3873758912086487,0.550254914178874,21,43,0.7583766079271241,0.8519623401553437,0.010823439806699753,15,15,0,7.0,12.0,18.0,21.0,15,15,2,8.0,12.0,21.0,25.0,9,13,4,10.0,21.0,,,2,2,3,,,,,0.015937626361846924,0.02765333652496338
depth,depth16_seed2,2,16,random_coordinate_seed2119,random_coordinate,ok,0.9341562390327454,0.9284914433956146,0.345488965511322,4.594397068023682,0.30533260107040405,0.5959628643055723,21,43,0.4382424711691129,0.6817721732233517,0.010823439806699753,15,15,0,7.0,14.0,22.0,26.0,14,14,0,8.0,16.0,30.0,32.0,12,12,4,12.0,27.0,32.0,,3,3,8,,,,,-0.026545286178588867,0.006031975150108337
depth,depth16_seed2,2,16,random_permutation_seed2119,random_permutation,ok,0.9665897488594055,0.926120787858963,0.18188704550266266,4.594397068023682,0.2098749279975891,0.5482501720838927,32,32,0.8640435641283573,0.8983964539441269,0.010823439806699753,15,15,0,6.0,13.0,20.0,23.0,15,15,0,8.0,16.0,24.0,27.0,15,15,0,11.0,23.0,32.0,32.0,2,2,0,,,,,0.005888223648071289,0.003661319613456726
depth,depth16_seed2,2,16,sync,sync,ok,0.9607015252113342,0.9224594682455063,0.1736840158700943,4.594397068023682,0.0,0.0,,,0.6420963162170857,0.6773333979902741,0.010823439806699753,15,15,0,6.0,14.0,22.0,26.0,15,15,0,8.0,17.0,27.0,30.0,9,9,0,12.0,25.0,,,2,2,0,,,,,0.0,0.0
depth,depth64_seed0,0,64,bounded_staleness_tau63_seed101,bounded_staleness,ok,0.8865054249763489,0.8504277914762497,0.1856527179479599,4.713625431060791,0.6147459149360657,1.5535221247934825,109,149,0.11316299217191715,0.4313146011147368,0.005931621417403221,61,61,0,32.0,68.0,104.0,124.0,52,52,0,40.0,72.0,112.0,,45,50,13,48.0,112.0,,,4,4,11,,,,,-0.06237375736236572,0.0018077120184898376
depth,depth64_seed0,0,64,fully_async_local_tau0_h0_seed101,fully_async_local,ok,0.96052485704422,0.9037034101784229,0.13345159590244293,4.7141523361206055,0.7019955515861511,1.5602629517078268,109,149,0.7852615432299433,0.9450601648333081,0.005931621417403221,63,63,3,32.0,56.0,76.0,92.0,63,63,0,32.0,64.0,84.0,100.0,32,63,34,44.0,76.0,,,4,4,6,,,,,0.011645674705505371,0.05508333072066307
depth,depth64_seed0,0,64,fully_async_local_tau63_h0_seed101,fully_async_local,ok,0.9674974083900452,0.916271023452282,0.14833664894104004,4.714210510253906,0.9975855946540833,1.3627317142148956,109,149,0.7972550923891789,0.8842885024043892,0.005931621417403221,63,63,3,32.0,64.0,84.0,100.0,63,63,2,32.0,64.0,88.0,100.0,36,63,28,40.0,76.0,,,4,4,2,,,,,0.018618226051330566,0.0676509439945221
depth,depth64_seed0,0,64,random_coordinate_seed101,random_coordinate,ok,0.9489136934280396,0.8514976613223553,0.16154199838638306,4.713536739349365,0.21158964931964874,0.39536357320188364,109,149,0.5948115447597033,0.6801390100746478,0.005931621417403221,63,63,0,32.0,64.0,88.0,112.0,63,63,3,36.0,68.0,104.0,120.0,37,45,16,40.0,88.0,,,4,4,3,,,,,3.451108932495117e-05,0.002877581864595413
depth,depth64_seed0,0,64,random_permutation_seed101,random_permutation,ok,0.9424957633018494,0.8586738407611847,0.10331171005964279,4.713479518890381,0.6223340630531311,1.617217982125548,128,128,0.8104707071567697,0.9988693269575938,0.005931621417403221,63,63,0,28.0,52.0,80.0,96.0,63,63,0,32.0,60.0,88.0,108.0,38,63,26,40.0,96.0,,,4,4,0,,,,,-0.006383419036865234,0.010053761303424835
depth,depth64_seed0,0,64,sync,sync,ok,0.9488791823387146,0.8486200794577599,0.11478199809789658,4.7134785652160645,0.0,0.0,,,0.640439912135932,0.6807934789043998,0.005931621417403221,63,63,0,28.0,60.0,92.0,112.0,63,63,0,32.0,68.0,100.0,120.0,36,36,0,44.0,108.0,,,4,4,0,,,,,0.0,0.0
depth,depth64_seed1,1,64,bounded_staleness_tau63_seed1110,bounded_staleness,ok,0.9197202920913696,0.9006287083029747,0.16489532589912415,5.161510467529297,0.5387200713157654,1.3052228354703532,95,152,0.18008044769738293,0.457705510216674,0.005939161870628595,63,63,0,28.0,68.0,100.0,120.0,55,55,0,36.0,72.0,112.0,,27,38,17,44.0,,,,4,4,3,,,,,-0.0401538610458374,0.003938518464565277
depth,depth64_seed1,1,64,fully_async_local_tau0_h0_seed1110,fully_async_local,ok,0.9734329581260681,0.9426677413284779,0.12803272902965546,5.1592841148376465,0.974290668964386,2.0335807212479047,95,152,0.8482636127541016,1.0253756240327756,0.005939161870628595,63,63,3,24.0,40.0,68.0,80.0,63,63,3,24.0,48.0,76.0,88.0,26,63,37,32.0,88.0,,,4,4,4,,,,,0.013558804988861084,0.045977551490068436
depth,depth64_seed1,1,64,fully_async_local_tau63_h0_seed1110,fully_async_local,ok,0.9776506423950195,0.9464433901011944,0.16787156462669373,5.158198356628418,1.1731815338134766,1.7146431402595403,95,152,0.7401444393750745,0.9175735781532186,0.005939161870628595,63,63,0,24.0,48.0,72.0,84.0,63,63,4,24.0,48.0,76.0,88.0,26,63,37,32.0,88.0,,,5,5,0,,,,,0.0177764892578125,0.04975320026278496
depth,depth64_seed1,1,64,random_coordinate_seed1110,random_coordinate,ok,0.9609978199005127,0.8971916027367115,0.15445691347122192,5.1625871658325195,0.24611689150333405,0.5640932888470719,95,152,0.6807867311256985,0.7040419355239464,0.005939161870628595,63,63,0,28.0,60.0,88.0,108.0,63,63,0,28.0,72.0,100.0,120.0,30,30,11,36.0,,,,5,5,2,,,,,0.001123666763305664,0.0005014128983020782
depth,depth64_seed1,1,64,random_permutation_seed1110,random_permutation,ok,0.9603747725486755,0.901837021112442,0.10684856027364731,5.162712574005127,0.6317296028137207,1.595519493461631,128,128,0.7586444883822671,0.9362822313936108,0.005939161870628595,63,63,0,28.0,56.0,84.0,100.0,63,63,0,32.0,60.0,92.0,108.0,36,63,29,40.0,116.0,,,4,4,0,,,,,0.0005006194114685059,0.005146831274032593
depth,depth64_seed1,1,64,sync,sync,ok,0.959874153137207,0.8966901898384094,0.11793345212936401,5.161135673522949,0.0,0.0,,,0.6023569916621208,0.6456208328898184,0.005939161870628595,63,63,0,28.0,60.0,92.0,112.0,63,63,0,36.0,68.0,100.0,120.0,31,31,0,44.0,,,,4,4,0,,,,,0.0,0.0
depth,depth64_seed2,2,64,bounded_staleness_tau63_seed2119,bounded_staleness,ok,0.8902884721755981,0.9386315420269966,0.17239098250865936,5.123146057128906,0.684107780456543,1.5072974154595016,97,160,0.19336108681477593,0.4204517254247556,0.0060602882876992226,62,62,0,32.0,64.0,100.0,120.0,56,56,2,36.0,76.0,108.0,,32,32,14,40.0,100.0,,,4,4,6,,,,,-0.06726515293121338,0.00342366099357605
depth,depth64_seed2,2,64,fully_async_local_tau0_h0_seed2119,fully_async_local,ok,0.9721149206161499,0.9594965651631355,0.1543019562959671,5.123146057128906,0.7586446404457092,1.7457549597011932,97,160,0.7235735981785762,0.882756551873052,0.0060602882876992226,63,63,6,28.0,52.0,76.0,92.0,63,63,0,32.0,60.0,80.0,100.0,41,63,39,32.0,116.0,,,4,4,8,,,,,0.014561295509338379,0.024288684129714966
depth,depth64_seed2,2,64,fully_async_local_tau63_h0_seed2119,fully_async_local,ok,0.9749384522438049,0.9627868607640266,0.2545921504497528,5.123146057128906,1.1879507303237915,1.5257638185586853,97,160,0.6719380459447428,0.811136229246074,0.0060602882876992226,63,63,3,28.0,60.0,80.0,100.0,63,63,0,32.0,60.0,84.0,100.0,30,63,43,32.0,,,,3,3,7,,,,,0.017384827136993408,0.02757897973060608
depth,depth64_seed2,2,64,random_coordinate_seed2119,random_coordinate,ok,0.9599682092666626,0.930320180952549,0.19706781208515167,5.123146057128906,0.27698755264282227,0.5500884324380121,97,160,0.47560363182574017,0.6300490445329936,0.0060602882876992226,63,63,3,32.0,60.0,92.0,112.0,63,63,3,32.0,68.0,100.0,120.0,32,32,9,40.0,124.0,,,3,3,0,,,,,0.0024145841598510742,-0.004887700080871582
depth,depth64_seed2,2,64,random_permutation_seed2119,random_permutation,ok,0.9568458795547485,0.9380427487194538,0.11814919859170914,5.123146057128906,0.7283163070678711,1.8083376715963129,128,128,0.7241268515359532,0.9134506724722466,0.0060602882876992226,63,63,0,28.0,56.0,84.0,100.0,63,63,0,32.0,60.0,92.0,108.0,32,63,32,40.0,124.0,,,4,4,0,,,,,-0.0007077455520629883,0.002834867686033249
depth,depth64_seed2,2,64,sync,sync,ok,0.9575536251068115,0.9352078810334206,0.1328749805688858,5.123146057128906,0.0,0.0,,,0.6138633720181939,0.6244149195237199,0.0060602882876992226,63,63,0,28.0,60.0,92.0,112.0,63,63,0,32.0,68.0,100.0,120.0,31,31,0,44.0,,,,4,4,0,,,,,0.0,0.0
real,depth32_seed0,0,32,bounded_staleness_tau31_seed101,bounded_staleness,ok,0.9150586128234863,0.892762191593647,0.1873888522386551,6.63381290435791,0.3056061863899231,0.5925446088083246,49,82,0.33182459667166136,0.4861908198684739,0.007066408172249794,31,31,0,14.0,32.0,50.0,58.0,28,28,0,18.0,36.0,56.0,64.0,14,14,2,20.0,60.0,,,3,3,2,,,,,-0.03696519136428833,-0.0035445839166641235
real,depth32_seed0,0,32,fully_async_local_tau0_h0_seed101,fully_async_local,ok,0.9744160771369934,0.9517076164484024,0.15064352750778198,6.633340358734131,0.6139459013938904,1.140716694079927,49,82,0.7663516094997397,0.9143081117392919,0.007066408172249794,31,31,3,10.0,30.0,38.0,50.0,31,31,3,10.0,34.0,44.0,52.0,6,31,26,16.0,,,,2,2,10,,,,,0.02239227294921875,0.05540084093809128
real,depth32_seed0,0,32,fully_async_local_tau31_h0_seed101,fully_async_local,ok,0.9737526178359985,0.9566794261336327,0.16163814067840576,6.633340358734131,0.8626471757888794,1.1650850016369187,49,82,0.6242609918408636,0.840017445040568,0.007066408172249794,31,31,0,10.0,30.0,42.0,50.0,31,31,0,10.0,30.0,44.0,52.0,20,31,17,12.0,60.0,,,2,2,29,,,,,0.021728813648223877,0.06037265062332153
real,depth32_seed0,0,32,random_coordinate_seed101,random_coordinate,ok,0.9560633897781372,0.9001672193408012,0.16836850345134735,6.633483409881592,0.16014400124549866,0.28288511917912823,49,82,0.6676139491206922,0.6874376085255502,0.007066408172249794,31,31,0,12.0,32.0,46.0,52.0,31,31,2,16.0,34.0,52.0,58.0,16,16,5,20.0,64.0,,,2,2,2,,,,,0.004039585590362549,0.0038604438304901123
real,depth32_seed0,0,32,random_permutation_seed101,random_permutation,ok,0.9588479399681091,0.9038228169083595,0.12079319357872009,6.633340358734131,0.31892305612564087,0.8469897557874839,64,64,0.7856763341031748,0.8964519460361444,0.007066408172249794,31,31,0,12.0,26.0,40.0,48.0,31,31,0,16.0,32.0,46.0,54.0,19,31,14,22.0,56.0,,,2,2,0,,,,,0.006824135780334473,0.007516041398048401
real,depth32_seed0,0,32,sync,sync,ok,0.9520238041877747,0.8963067755103111,0.12343233078718185,6.633340358734131,0.0,0.0,,,0.6132472116342533,0.6356596020825369,0.007066408172249794,31,31,0,14.0,30.0,46.0,54.0,31,31,0,16.0,34.0,52.0,60.0,16,16,0,24.0,62.0,,,3,3,0,,,,,0.0,0.0
real,depth32_seed1,1,32,bounded_staleness_tau31_seed1110,bounded_staleness,ok,0.8985985517501831,0.8971890360116959,0.16920170187950134,4.8828301429748535,0.449057400226593,0.9196476712438569,45,80,0.32433143583971347,0.4667519736026512,0.009230689145624638,31,31,0,18.0,32.0,50.0,58.0,28,28,0,20.0,38.0,58.0,64.0,12,12,4,50.0,,,,3,3,3,,,,,-0.04602330923080444,-0.0031470060348510742
real,depth32_seed1,1,32,fully_async_local_tau0_h0_seed1110,fully_async_local,ok,0.959121823310852,0.9421528950333595,0.1558370441198349,4.882913112640381,0.505142331123352,1.1173392460375806,45,80,0.8602846924738776,0.9690327311042213,0.009230689145624638,31,31,2,16.0,28.0,40.0,46.0,31,31,3,18.0,32.0,48.0,52.0,16,31,15,24.0,38.0,,,3,3,0,,,,,0.014499962329864502,0.04181685298681259
real,depth32_seed1,1,32,fully_async_local_tau31_h0_seed1110,fully_async_local,ok,0.9587804675102234,0.9395709931850433,0.19717346131801605,4.8827643394470215,0.6901480555534363,1.087195475774827,45,80,0.8133485778824939,0.9337019919973775,0.009230689145624638,31,31,2,18.0,28.0,44.0,46.0,31,31,3,20.0,32.0,44.0,52.0,18,31,18,24.0,32.0,,,4,4,2,,,,,0.01415860652923584,0.0392349511384964
real,depth32_seed1,1,32,random_coordinate_seed1110,random_coordinate,ok,0.9483398795127869,0.8997017294168472,0.1970154494047165,4.883354663848877,0.20842528343200684,0.6466673450910887,45,80,0.5691381678787127,0.717263865176176,0.009230689145624638,31,31,0,16.0,32.0,48.0,56.0,31,31,0,18.0,34.0,50.0,58.0,14,14,4,48.0,,,,4,4,3,,,,,0.0037180185317993164,-0.000634312629699707
real,depth32_seed1,1,32,random_permutation_seed1110,random_permutation,ok,0.9490255117416382,0.907684400677681,0.1418788880109787,4.88367223739624,0.3858826458454132,0.9405861167678274,64,64,0.8538824030909438,0.9479210605085115,0.009230689145624638,31,31,0,12.0,28.0,42.0,48.0,31,31,0,16.0,32.0,46.0,54.0,17,31,15,22.0,60.0,,,2,2,0,,,,,0.004403650760650635,0.007348358631134033
real,depth32_seed1,1,32,sync,sync,ok,0.9446218609809875,0.9003360420465469,0.14334683120250702,4.883327484130859,0.0,0.0,,,0.652853460749981,0.6853687962067603,0.009230689145624638,31,31,0,14.0,30.0,46.0,54.0,31,31,0,18.0,34.0,52.0,60.0,15,15,0,24.0,,,,2,2,0,,,,,0.0,0.0
real,depth32_seed2,2,32,bounded_staleness_tau31_seed2119,bounded_staleness,ok,0.8143962621688843,0.9055540934205055,0.18172965943813324,7.080807209014893,0.5009348392486572,1.1361452480736982,45,78,0.14777347974818986,0.3015653350822247,0.012552461586892605,30,30,0,16.0,32.0,50.0,60.0,25,25,3,18.0,38.0,58.0,,19,19,3,30.0,56.0,,,3,3,0,,,,,-0.11375027894973755,-0.0006417259573936462
real,depth32_seed2,2,32,fully_async_local_tau0_h0_seed2119,fully_async_local,ok,0.961651086807251,0.9295654818415642,0.18253980576992035,7.080807209014893,0.37590089440345764,0.8933791621364132,45,78,0.6009051125369794,0.6657475554287605,0.012552461586892605,31,31,0,12.0,24.0,36.0,46.0,31,31,2,14.0,26.0,40.0,50.0,18,31,13,22.0,52.0,,,4,4,2,,,,,0.03350454568862915,0.02336966246366501
real,depth32_seed2,2,32,fully_async_local_tau31_h0_seed2119,fully_async_local,ok,0.9513422846794128,0.9386088773608208,0.2012416422367096,7.080807209014893,0.7105296850204468,0.6968669272391417,45,78,0.49463422263504,0.5711900203556453,0.012552461586892605,31,31,0,14.0,26.0,36.0,46.0,31,31,4,14.0,26.0,38.0,52.0,16,16,11,24.0,48.0,,,4,4,0,,,,,0.023195743560791016,0.0324130579829216
real,depth32_seed2,2,32,random_coordinate_seed2119,random_coordinate,ok,0.9194786548614502,0.8994138166308403,0.1908932626247406,7.080807209014893,0.17898745834827423,0.34268897886047806,45,78,0.48179385818461395,0.5265183853761922,0.012552461586892605,31,31,0,14.0,28.0,44.0,52.0,31,31,0,18.0,32.0,50.0,60.0,20,20,5,24.0,56.0,,,3,3,2,,,,,-0.00866788625717163,-0.006782002747058868
real,depth32_seed2,2,32,random_permutation_seed2119,random_permutation,ok,0.9512763023376465,0.9070449024438858,0.15287137031555176,7.080807209014893,0.43433213233947754,1.0624232109936835,64,64,0.6648805379219807,0.7537260985967823,0.012552461586892605,31,31,0,12.0,26.0,40.0,48.0,31,31,0,16.0,32.0,46.0,54.0,17,31,15,22.0,56.0,,,3,3,0,,,,,0.023129761219024658,0.0008490830659866333
real,depth32_seed2,2,32,sync,sync,ok,0.9281465411186218,0.9061958193778992,0.1553676873445511,7.080807209014893,0.0,0.0,,,0.5191080682518493,0.5338993312314045,0.012552461586892605,31,31,0,14.0,30.0,46.0,54.0,31,31,0,16.0,34.0,52.0,60.0,16,16,0,22.0,62.0,,,3,3,0,,,,,0.0,0.0
real,depth32_seed3,3,32,bounded_staleness_tau31_seed3128,bounded_staleness,ok,0.8620361685752869,0.8946565017104149,0.12372852861881256,4.208440780639648,0.5656308531761169,1.3831620328566132,50,81,0.0454316863944319,0.20919793743962659,0.004616490565240383,28,28,0,22.0,40.0,56.0,64.0,23,23,0,24.0,46.0,,,16,16,0,36.0,60.0,,,4,4,2,,,,,-0.09890848398208618,0.002322964370250702
real,depth32_seed3,3,32,fully_async_local_tau0_h0_seed3128,fully_async_local,ok,0.9769091010093689,0.9429418072104454,0.16426390409469604,4.208440780639648,0.5880013704299927,0.7308321994661147,50,81,0.8252495039496339,0.8792073037421222,0.004616490565240383,31,31,3,20.0,34.0,46.0,52.0,31,31,2,20.0,38.0,48.0,52.0,15,31,16,24.0,54.0,,,2,2,0,,,,,0.01596444845199585,0.05060826987028122
real,depth32_seed3,3,32,fully_async_local_tau31_h0_seed3128,fully_async_local,ok,0.9802324175834656,0.94913549721241,0.20727507770061493,4.208440780639648,0.7692129015922546,0.7279282782478038,50,81,0.7615998487690949,0.8354106713163543,0.004616490565240383,31,31,3,20.0,34.0,46.0,52.0,31,31,0,20.0,38.0,50.0,54.0,20,31,22,26.0,64.0,,,3,3,0,,,,,0.01928776502609253,0.05680195987224579
real,depth32_seed3,3,32,random_coordinate_seed3128,random_coordinate,ok,0.8969716429710388,0.8960053026676178,0.13926199078559875,4.208440780639648,0.3292232155799866,0.9629191562205451,50,81,0.16029118966467967,0.37153528413040293,0.004616490565240383,28,28,0,20.0,38.0,54.0,62.0,28,28,0,24.0,44.0,62.0,64.0,20,20,0,32.0,54.0,,,3,3,0,,,,,-0.06397300958633423,0.0036717653274536133
real,depth32_seed3,3,32,random_permutation_seed3128,random_permutation,ok,0.9580237865447998,0.8940626829862595,0.12044814974069595,4.208440780639648,0.31435155868530273,0.8521708351710979,64,64,0.8540382180738748,1.0031108077584916,0.004616490565240383,31,31,0,12.0,26.0,40.0,48.0,31,31,0,16.0,30.0,46.0,54.0,31,31,11,22.0,46.0,64.0,64.0,3,3,0,,,,,-0.002920866012573242,0.0017291456460952759
real,depth32_seed3,3,32,sync,sync,ok,0.960944652557373,0.8923335373401642,0.12190569937229156,4.208440780639648,0.0,0.0,,,0.6985052533089319,0.7081309760145391,0.004616490565240383,31,31,0,14.0,30.0,46.0,54.0,31,31,0,16.0,34.0,52.0,60.0,18,18,0,22.0,52.0,,,3,3,0,,,,,0.0,0.0
real,depth32_seed4,4,32,bounded_staleness_tau31_seed4137,bounded_staleness,ok,0.9113673567771912,0.902399480342865,0.12995900213718414,6.262632846832275,0.3588900566101074,0.6547042334772112,51,94,0.3292355437566339,0.46336372911582213,0.006607907824218273,31,31,0,14.0,32.0,50.0,58.0,27,27,0,16.0,38.0,56.0,,17,19,3,20.0,64.0,,,2,2,5,,,,,-0.04162806272506714,0.0012606680393218994
real,depth32_seed4,4,32,fully_async_local_tau0_h0_seed4137,fully_async_local,ok,0.9719554781913757,0.9493210017681122,0.1368880271911621,6.262632846832275,0.5364954471588135,1.2229832815147927,51,94,0.9621847837245378,1.1141519803146047,0.006607907824218273,31,31,0,8.0,20.0,32.0,40.0,31,31,0,10.0,22.0,32.0,40.0,31,31,9,12.0,26.0,60.0,60.0,3,3,0,,,,,0.01896005868911743,0.04818218946456909
real,depth32_seed4,4,32,fully_async_local_tau31_h0_seed4137,fully_async_local,ok,0.9804368019104004,0.9610434770584106,0.13932310044765472,6.262632846832275,0.7962422370910645,1.0934334028511496,51,94,0.8393668957225915,1.0096581415471058,0.006607907824218273,31,31,0,8.0,20.0,32.0,40.0,31,31,0,10.0,24.0,36.0,40.0,21,31,13,10.0,32.0,,,2,2,2,,,,,0.02744138240814209,0.059904664754867554
real,depth32_seed4,4,32,random_coordinate_seed4137,random_coordinate,ok,0.958450973033905,0.9044323414564133,0.1319250911474228,6.262632846832275,0.13699957728385925,0.4586165199422926,51,94,0.7488496254493338,0.7910726272763065,0.006607907824218273,31,31,0,12.0,26.0,40.0,50.0,31,31,2,14.0,34.0,50.0,56.0,24,24,0,18.0,46.0,64.0,,2,2,6,,,,,0.0054555535316467285,0.0032935291528701782
real,depth32_seed4,4,32,random_permutation_seed4137,random_permutation,ok,0.9617927074432373,0.9095401912927628,0.10900662839412689,6.262632846832275,0.286202996969223,0.7387326416328296,64,64,0.8546092861260915,0.9400202326795373,0.006607907824218273,31,31,0,12.0,26.0,42.0,48.0,31,31,0,16.0,32.0,46.0,54.0,31,31,12,22.0,50.0,64.0,64.0,3,3,0,,,,,0.008797287940979004,0.008401378989219666
real,depth32_seed4,4,32,sync,sync,ok,0.9529954195022583,0.9011388123035431,0.10905016213655472,6.262632846832275,0.0,0.0,,,0.6237266846118991,0.6669226496465125,0.006607907824218273,31,31,0,14.0,30.0,46.0,54.0,31,31,0,16.0,34.0,52.0,60.0,18,18,0,24.0,54.0,,,3,3,0,,,,,0.0,0.0
