depth,mode,n,ok,cosine_mean,cosine_sd,cosine_min,cosine_max,early_layer_cosine_mean,early_layer_cosine_sd,early_layer_cosine_min,early_layer_cosine_max,paired_cosine_delta_mean,paired_cosine_delta_sd,paired_cosine_delta_min,paired_cosine_delta_max,paired_early_cosine_delta_mean,paired_early_cosine_delta_sd,paired_early_cosine_delta_min,paired_early_cosine_delta_max,early_gradient_norm_ratio_min_mean,early_gradient_norm_ratio_min_sd,early_gradient_norm_ratio_min_min,early_gradient_norm_ratio_min_max,early_gradient_norm_ratio_mean_mean,early_gradient_norm_ratio_mean_sd,early_gradient_norm_ratio_mean_min,early_gradient_norm_ratio_mean_max,bp_early_gradient_norm_min_mean,bp_early_gradient_norm_min_sd,bp_early_gradient_norm_min_min,bp_early_gradient_norm_min_max,residual_mean,residual_sd,residual_min,residual_max,max_state_mean,max_state_sd,max_state_min,max_state_max,state_distance_mean,state_distance_sd,state_distance_min,state_distance_max,dual_distance_mean,dual_distance_sd,dual_distance_min,dual_distance_max,R_final_0.25_mean,R_final_0.25_sd,R_final_0.25_min,R_final_0.25_max,R_any_final_0.25_mean,R_any_final_0.25_sd,R_any_final_0.25_min,R_any_final_0.25_max,max_gap_0.25_mean,max_gap_0.25_sd,max_gap_0.25_min,max_gap_0.25_max,t0.25_threshold0.1_reached,t0.25_threshold0.1_median_reached_only,t0.5_threshold0.1_reached,t0.5_threshold0.1_median_reached_only,t0.75_threshold0.1_reached,t0.75_threshold0.1_median_reached_only,t0.9_threshold0.1_reached,t0.9_threshold0.1_median_reached_only,t0.25_threshold0.25_reached,t0.25_threshold0.25_median_reached_only,t0.5_threshold0.25_reached,t0.5_threshold0.25_median_reached_only,t0.75_threshold0.25_reached,t0.75_threshold0.25_median_reached_only,t0.9_threshold0.25_reached,t0.9_threshold0.25_median_reached_only,t0.25_threshold0.5_reached,t0.25_threshold0.5_median_reached_only,t0.5_threshold0.5_reached,t0.5_threshold0.5_median_reached_only,t0.75_threshold0.5_reached,t0.75_threshold0.5_median_reached_only,t0.9_threshold0.5_reached,t0.9_threshold0.5_median_reached_only,t0.25_threshold0.75_reached,t0.25_threshold0.75_median_reached_only,t0.5_threshold0.75_reached,t0.5_threshold0.75_median_reached_only,t0.75_threshold0.75_reached,t0.75_threshold0.75_median_reached_only,t0.9_threshold0.75_reached,t0.9_threshold0.75_median_reached_only
16,bounded_staleness_tau15,3,3,0.9111322164535522,0.037385173299622265,0.8876403570175171,0.9542429447174072,0.9182898253202438,0.014390973765842658,0.9016789197921753,0.9269933849573135,-0.0449251135190328,0.042552797313099244,-0.07306116819381714,0.004028618335723877,-0.0030078738927841187,0.00945682313984967,-0.013817355036735535,0.003737702965736389,0.3595068736585263,0.22064195238827267,0.21241628704753207,0.6132080457233189,0.5249433292226914,0.16674335438731291,0.3531872107047346,0.6861753734198747,0.011674496345221996,0.0013015235117458178,0.010823439806699753,0.013172750361263752,0.24632336695988974,0.06212003561703684,0.2035522758960724,0.3175774812698364,4.293036540349324,0.3231270735537885,3.9518373012542725,4.594397068023682,0.2622637649377187,0.10564997180369726,0.14436358213424683,0.3483538031578064,0.6443456579983876,0.22773324885674098,0.3882596376297952,0.8241322210533457,13.333333333333334,1.5275252316519468,12.0,15.0,13.333333333333334,1.5275252316519468,12.0,15.0,0.0,0.0,0.0,0.0,3,6.0,3,15.0,3,28.0,3,31.0,3,9.0,3,17.0,3,30.0,1,29.0,3,12.0,2,28.0,0,,0,,2,24.5,0,,0,,0,
16,fully_async_local_tau0_h0,3,3,0.972454289595286,0.005394320353460085,0.9663890600204468,0.976715087890625,0.9488379259904226,0.003332221777193097,0.9461839497089386,0.9525775909423828,0.016396959622701008,0.0074631260312965405,0.009132921695709229,0.024044394493103027,0.02754022677739461,0.008317808070387397,0.02181488275527954,0.037081316113471985,0.8078017556914077,0.18247717683384804,0.62193984342634,0.9866945187042687,0.9146307427020887,0.10336548488545207,0.8156276965280906,1.0218663207463357,0.011674496345221996,0.0013015235117458178,0.010823439806699753,0.013172750361263752,0.1849763443072637,0.02369582137737044,0.1655188649892807,0.21136482059955597,4.292955795923869,0.32325496907549955,3.9515950679779053,4.594397068023682,0.41582191983858746,0.09229190806409453,0.3224814236164093,0.5070282220840454,0.8247996032768233,0.24608708767868606,0.6507342779557137,1.106343966389612,15.0,0.0,15.0,15.0,15.0,0.0,15.0,15.0,1.3333333333333333,1.1547005383792517,0.0,2.0,3,5.0,3,12.0,3,18.0,3,20.0,3,5.0,3,13.0,3,19.0,3,22.0,3,10.0,3,24.0,1,31.0,1,32.0,1,31.0,0,,0,,0,
16,fully_async_local_tau15_h0,3,3,0.9686694145202637,0.010341705978715221,0.9569830298423767,0.9766391515731812,0.9508964270353317,0.004138624585348435,0.9472056329250336,0.9553708434104919,0.012612084547678629,0.011586076970835872,-0.00027310848236083984,0.022171735763549805,0.029598727822303772,0.0020330532914653965,0.02765333652496338,0.03170935809612274,0.7727797510062081,0.10654428855793288,0.6741697091642377,0.8857929359272624,0.9224856578508054,0.06116437943984844,0.8519623401553437,0.9610530024338249,0.011674496345221996,0.0013015235117458178,0.010823439806699753,0.013172750361263752,0.25070787469546,0.07545085764075708,0.1887238472700119,0.33472174406051636,4.29292909304301,0.323297267411401,3.951514959335327,4.594397068023682,0.49190513292948407,0.09211354616902291,0.3873758912086487,0.5612030625343323,0.8442625487816825,0.25690316331126706,0.550254914178874,1.0254550837510779,15.0,0.0,15.0,15.0,15.0,0.0,15.0,15.0,2.3333333333333335,2.5166114784235836,0.0,5.0,3,5.0,3,12.0,3,18.0,3,21.0,3,5.0,3,13.0,3,21.0,3,25.0,3,6.0,2,20.0,0,,0,,0,,0,,0,,0,
16,random_coordinate,3,3,0.9391744335492452,0.008309308178993547,0.9341562390327454,0.948765754699707,0.9220321178436279,0.013452017704358532,0.906568706035614,0.9310362040996552,-0.016882896423339844,0.013507320043001501,-0.026545286178588867,-0.0014485716819763184,0.0007344186305999756,0.008380523944721656,-0.008927568793296814,0.006031975150108337,0.5731993956348266,0.2020062868693669,0.4382424711691129,0.8054398417681442,0.692922938157898,0.18411424936245382,0.5146374978560704,0.882359143394272,0.011674496345221996,0.0013015235117458178,0.010823439806699753,0.013172750361263752,0.2597247709830602,0.07433113073284714,0.2139281928539276,0.345488965511322,4.293069521586101,0.32307483561559625,3.9519362449645996,4.594397068023682,0.2586517383654912,0.05244676536378779,0.2018996924161911,0.30533260107040405,0.6656491878821899,0.09615386301541434,0.5959628643055723,0.7753483955356676,14.333333333333334,0.5773502691896257,14.0,15.0,14.333333333333334,0.5773502691896257,14.0,15.0,0.6666666666666666,1.1547005383792517,0.0,2.0,3,5.0,3,14.0,3,22.0,3,26.0,3,8.0,3,17.0,3,29.0,3,32.0,3,12.0,3,25.0,2,32.0,0,,2,23.5,0,,0,,0,
16,random_permutation,3,3,0.9642471075057983,0.0022680608937572623,0.9620618224143982,0.9665897488594055,0.9246771981318792,0.004157693650100979,0.9199901223182678,0.9279206842184067,0.008189777533213297,0.0032027517363237092,0.005888223648071289,0.011847496032714844,0.0033794989188512168,0.0012787658615512059,0.001983329653739929,0.004493847489356995,0.8419480775474453,0.02598505269836797,0.8133200877199945,0.8640435641283573,0.8780765588550622,0.03581400520783418,0.8367241544226245,0.8991090681984348,0.011674496345221996,0.0013015235117458178,0.010823439806699753,0.013172750361263752,0.17622551321983337,0.007770789316015553,0.16736602783203125,0.18188704550266266,4.29309876759847,0.3230285151653779,3.952023983001709,4.594397068023682,0.20975195864836374,0.015022692555153996,0.19466815888881683,0.2247127890586853,0.5358972417181351,0.022182487094004343,0.5102884177692771,0.5491531353012354,15.0,0.0,15.0,15.0,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,3,6.0,3,13.0,3,20.0,3,23.0,3,8.0,3,16.0,3,24.0,3,27.0,3,11.0,3,24.0,3,32.0,3,32.0,0,,0,,0,,0,
16,sync,3,3,0.9560573299725851,0.005345389688512022,0.9502143263816833,0.9607015252113342,0.921297699213028,0.005316607656741511,0.9154962748289108,0.9259373545646667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6351328225476677,0.026371140689485355,0.6059787291470209,0.6573234222788962,0.6594974508271108,0.028287286020451476,0.6268818024229339,0.6773333979902741,0.011674496345221996,0.0013015235117458178,0.010823439806699753,0.013172750361263752,0.16755453745524088,0.007832770509002688,0.15873007476329803,0.1736840158700943,4.293080568313599,0.3230573394230391,3.9519693851470947,4.594397068023682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,15.0,15.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,3,6.0,3,14.0,3,22.0,3,26.0,3,8.0,3,17.0,3,27.0,3,30.0,3,12.0,3,26.0,0,,0,,0,,0,,0,,0,
64,bounded_staleness_tau63,3,3,0.8988380630811056,0.01818319218002639,0.8865054249763489,0.9197202920913696,0.8965626806020737,0.04424222913408599,0.8504277914762497,0.9386315420269966,-0.05659759044647217,0.014449173509364152,-0.06726515293121338,-0.0401538610458374,0.003056630492210388,0.0011118082430701384,0.0018077120184898376,0.003938518464565277,0.162201508894692,0.04298460114528235,0.11316299217191715,0.19336108681477593,0.4364906122520555,0.01915866484911925,0.4204517254247556,0.457705510216674,0.005977023858577013,7.220760677724063e-05,0.005931621417403221,0.0060602882876992226,0.1743130087852478,0.010511325792838398,0.16489532589912415,0.1856527179479599,4.999427318572998,0.24825389458273878,4.713625431060791,5.161510467529297,0.6125245889027914,0.07271930424110515,0.5387200713157654,0.684107780456543,1.4553474585744457,0.13205011467190073,1.3052228354703532,1.5535221247934825,54.333333333333336,2.0816659994661326,52.0,56.0,54.333333333333336,2.0816659994661326,52.0,56.0,0.6666666666666666,1.1547005383792517,0.0,2.0,3,32.0,3,68.0,3,100.0,3,120.0,3,36.0,3,72.0,3,112.0,0,,3,44.0,2,106.0,0,,0,,0,,0,,0,,0,
64,fully_async_local_tau0_h0,3,3,0.9686909119288126,0.007102650561798953,0.96052485704422,0.9734329581260681,0.9352892388900121,0.028619062868355315,0.9037034101784229,0.9594965651631355,0.013255258401234945,0.0014813225732704417,0.011645674705505371,0.014561295509338379,0.041783188780148826,0.01581998968305988,0.024288684129714966,0.05508333072066307,0.7856995847208736,0.06234616142130974,0.7235735981785762,0.8482636127541016,0.9510641135797119,0.07149884954554998,0.882756551873052,1.0253756240327756,0.005977023858577013,7.220760677724063e-05,0.005931621417403221,0.0060602882876992226,0.13859542707602182,0.013869474562830213,0.12803272902965546,0.1543019562959671,4.998860836029053,0.2472259841598953,4.7141523361206055,5.1592841148376465,0.8116436203320821,0.14367611714809736,0.7019955515861511,0.974290668964386,1.7798662108856416,0.23849551533231178,1.5602629517078268,2.0335807212479047,63.0,0.0,63.0,63.0,63.0,0.0,63.0,63.0,1.0,1.7320508075688772,0.0,3.0,3,28.0,3,52.0,3,76.0,3,92.0,3,32.0,3,60.0,3,80.0,3,100.0,3,32.0,3,88.0,0,,0,,0,,0,,0,,0,
64,fully_async_local_tau63_h0,3,3,0.9733621676762899,0.005256952060679414,0.9674974083900452,0.9776506423950195,0.9418337581058344,0.023598036158813302,0.916271023452282,0.9627868607640266,0.017926514148712158,0.0006302371152107045,0.017384827136993408,0.018618226051330566,0.048327707995971046,0.020073978209219027,0.02757897973060608,0.0676509439945221,0.736445859236332,0.06274033912620543,0.6719380459447428,0.7972550923891789,0.8709994366012271,0.05444884537835386,0.811136229246074,0.9175735781532186,0.005977023858577013,7.220760677724063e-05,0.005931621417403221,0.0060602882876992226,0.19026678800582886,0.056557204871422316,0.14833664894104004,0.2545921504497528,4.998518308003743,0.24684075599680178,4.714210510253906,5.158198356628418,1.1195726195971172,0.10590164296284241,0.9975855946540833,1.1879507303237915,1.534379557677707,0.17611384433263375,1.3627317142148956,1.7146431402595403,63.0,0.0,63.0,63.0,63.0,0.0,63.0,63.0,2.0,2.0,0.0,4.0,3,28.0,3,60.0,3,80.0,3,100.0,3,32.0,3,60.0,3,84.0,3,100.0,3,32.0,2,82.0,0,,0,,0,,0,,0,,0,
64,random_coordinate,3,3,0.9566265741984049,0.006699359808798043,0.9489136934280396,0.9609978199005127,0.8930031483372053,0.039577831710512205,0.8514976613223553,0.930320180952549,0.0011909206708272297,0.0011914609818699903,3.451108932495117e-05,0.0024145841598510742,-0.0005029017726580302,0.003978867538870601,-0.004887700080871582,0.002877581864595413,0.5837339692370473,0.1030391215470088,0.47560363182574017,0.6807867311256985,0.6714099967105293,0.03776087571856588,0.6300490445329936,0.7040419355239464,0.005977023858577013,7.220760677724063e-05,0.005931621417403221,0.0060602882876992226,0.17102224131425223,0.022832617560196857,0.15445691347122192,0.19706781208515167,4.999756654103597,0.248656952376929,4.713536739349365,5.1625871658325195,0.24489803115526834,0.03271598470438958,0.21158964931964874,0.27698755264282227,0.5031817648289892,0.09363549452565538,0.39536357320188364,0.5640932888470719,63.0,0.0,63.0,63.0,63.0,0.0,63.0,63.0,2.0,1.7320508075688772,0.0,3.0,3,32.0,3,60.0,3,88.0,3,112.0,3,32.0,3,68.0,3,100.0,3,120.0,3,40.0,2,106.0,0,,0,,0,,0,,0,,0,
